,smiles,ki
303,COc1ccc(NC(=S)N2N=C(c3ccccc3)CC2c2ccccc2O)cc1,60220.0
304,Nc1cccc(Oc2ccccc2)c1,60300.0
305,Cc1ccc(NC(=S)N2N=C(c3ccccc3)CC2c2ccccc2O)cc1,69900.0
306,Cc1ccc([C@H]2CC(c3cc(Cl)ccc3O)=NN2C(=O)c2snnc2C)cc1,72000.0
307,NC(=O)CN[C@H]1C[C@@H]1c1ccccc1,75000.0
308,CC(C)NC(=O)CN[C@H]1CC1c1ccccc1,75000.0
309,C#CCNC(=O)CN[C@H]1C[C@@H]1c1ccccc1,75000.0
310,Cc1cc2cc(NC(=O)c3cccc(S(=O)(=O)O)c3)ccc2[nH]1,75720.0
311,C[N+]1=Cc2ccccc2CC1.[I-],76000.0
312,O=C(CN[C@H]1C[C@@H]1c1ccccc1)NC1CC1,76000.0
313,c1ccc(NCc2ccccn2)cc1,97000.0
314,CC(N[C@H]1C[C@@H]1c1ccccc1)C(N)=O,100000.0
315,CN(CC(N)=O)[C@H]1C[C@@H]1c1ccccc1,100000.0
316,Cn1cccc1C(=O)C(c1ccccc1)N1C(=O)c2ccccc2C1=O,100000.0
317,CCOc1ccc(NC(C(=O)c2cccn2C)c2ccccc2)cc1,100000.0
318,CN1CCN(C(C(=O)c2cccn2C)c2ccccc2)CC1,100000.0
319,Cn1cccc1C(=O)C(c1ccccc1)N1CCSCC1,100000.0
320,CN1C(=O)C2NC(/C=C/c3cccc(Cl)c3)N(C)C2N(C)C1=O,100000.0
321,O=C1CSC(c2ccccc2)CN1,100000.0
322,CC(N[C@H]1C[C@@H]1c1ccccc1)C(=O)NC1CC1,100000.0
323,COc1ccc(C2CNC(=O)CS2)cc1,100000.0
324,CCSc1ccc(C[C@H](C)N)cc1,100000.0
325,CN(CC(=O)NC1CC1)[C@H]1C[C@@H]1c1ccccc1,100000.0
326,COC(=O)C(C)N[C@H]1C[C@@H]1c1ccccc1,100000.0
327,c1ccc(C2CNCCS2)cc1,100000.0
328,Cn1cccc1C(=O)[C@H](c1ccccc1)N1CCSCC1,100000.0
329,COc1ccc(C2CNCCS2)cc1,100000.0
330,Cn1cccc1C(=O)C(c1ccccc1)N1CCOCC1,100000.0
331,COc1ccc2c(c1)[nH]c1c(C)nccc12,120800.0
332,C#CCN[C@H]1CCc2ccccc21,127000.0
333,c1ccc(CNCCCCCCCCCCCCNCc2ccccc2)cc1,129000.0
334,Nc1ccc(Oc2ccccc2)cc1,131000.0
335,NC1CC1c1ccc(NC(=O)C(Cc2ccccc2)NC(=O)OCc2ccccc2)cc1,133000.0
336,COc1cc(C2=NNC(c3ccc(Cl)cc3)C2)ccc1O,140100.0
337,CCOC(=O)N1N=C(c2ccc(O)c(OC)c2)CC1c1ccccc1,201250.0
338,COc1cc(C2=NN(C(=N)N)C(c3ccccc3)C2)ccc1O,201350.0
339,C#CCN[C@@H]1CCc2ccc(OC(=O)N(C)CC)cc21,213000.0
340,Cc1cccc(NC(=S)N2N=C(c3ccccc3)CC2c2ccccc2O)c1,250000.0
341,Cc1cccc(NC(=S)N2N=C(c3ccccc3)CC2c2ccc(O)cc2)c1,255600.0
342,COc1ccccc1C1CC(c2ccc(O)cc2O)=NN1C(C)=O,270000.0
343,CN1CC=C(c2ccccc2)CC1,280000.0
344,C[C@H](N)Cc1ccccc1,280000.0
345,NCCCNCCCCNCCCNCc1ccccc1,291000.0
346,Cc1ccc(NC(=S)N2N=C(c3ccccc3)CC2c2ccc(O)cc2)cc1,300010.0
347,COc1ccc(C2CC(c3ccccc3O)=NN2C(=O)Oc2ccccc2)cc1,305000.0
348,Cc1ccccc1NC(=S)N1N=C(c2ccccc2)CC1c1ccc(O)cc1,309220.0
349,COc1ccccc1C1CC(c2ccc(O)cc2)=NN1C(C)=O,330000.0
350,COc1cccc(NC(=S)N2N=C(c3ccccc3)CC2c2ccc(O)cc2)c1,355000.0
351,CN1CCC/C(=C/c2ccccc2)C1,380000.0
352,Cn1cccc1C(=O)[C@@H](c1ccccc1)N1CCSCC1,400000.0
353,COc1ccc(NC(=S)N2N=C(c3ccccc3)CC2c2ccc(O)cc2)cc1,400900.0
354,Cn1cccc1C(=O)[C@H](c1ccccc1)N1CCCCC1,410000.0
355,Cn1cccc1C(=O)[C@H](c1ccccc1)N1CCCC1,500000.0
356,Cn1cccc1C(=O)C(c1ccccc1)N1CCCCC1,500000.0
357,NC1C=C(c2ccccc2)CCC1,510000.0
358,Cn1cccc1C(=O)[C@@H](c1ccccc1)N1CCCCC1,520000.0
359,O=C(Oc1ccccc1)N1N=C(c2ccccc2O)CC1c1ccccc1,530000.0
360,COc1c2c(c(OC)c(OC)c1OC)CNCC2.Cl,580000.0
361,Cn1cccc1C(=O)C(c1ccccc1)N1CCCC1,600000.0
362,CN1CCC/C(=C\c2ccccc2)C1,690000.0
363,C(=N/c1ccccc1)\c1ccccn1,695000.0
364,Cn1cccc1C(=O)[C@@H](c1ccccc1)N1CCCC1,700000.0
365,NC1CC1c1cccc(OCC[C@H](NC(=O)c2ccccc2)C(=O)NCc2ccccc2)c1,740000.0
366,CN(C)C(C(=O)c1cccn1C)c1ccccc1,875000.0
367,COc1cccc(NC(=S)N2N=C(c3ccccc3)CC2c2ccccc2O)c1,979000.0
368,CN(C)C1C=C(c2ccccc2)CCC1,1040000.0
369,CN(C)C/C=C/c1ccccc1,1330000.0
370,COc1cc2c(cc1OC)[C@H](C)N(C)CC2.Cl,1600000.0
371,Cc1ccc([C@H]2CC(c3cc(Br)ccc3O)=NN2C(=O)c2cccs2)cc1,1640000.0
372,N[C@@H]1C[C@H]1c1ccc(OCC[C@H](NC(=O)c2ccccc2)C(=O)NCc2ccccc2)cc1,1700000.0
373,COc1c2c(c(OC)c(OC)c1OC)CN(C)CC2.Cl,1900000.0
374,C/C=C(\C)c1ccccc1,1900000.0
375,NC1CCCCC1Cc1ccccc1,1940000.0
376,COc1ccccc1NC(=S)N1N=C(c2ccccc2)CC1c1ccc(O)cc1,2130000.0
377,CN(C)C1CCCCC1Cc1ccccc1,2300000.0
378,COc1cc2c(cc1O)CCN(C)[C@H]2C.Cl,2300000.0
379,Cn1c(=O)c2c(ncn2C)n(C)c1=O,3600000.0
380,COc1cc(C2=NN(C(=S)Nc3ccccc3)C(c3ccc(Cl)cc3)C2)ccc1O,4770160.0
381,COc1cc(C2=NN(C(=O)Oc3ccccc3)C(c3ccc(Cl)cc3)C2)ccc1O,5771000.0
382,COc1cc(C2=NN(S(=O)(=O)c3ccc(C)cc3)C(c3ccccc3)C2)ccc1O,5900000.0
383,COc1cc(C2=NN(S(=O)(=O)c3ccc(C)cc3)C(c3ccc(Cl)cc3)C2)ccc1O,6000000.0
384,COc1cc(C2=NN(C(=O)c3ccccc3)C(c3ccc(Cl)cc3)C2)ccc1O,6000000.0
385,C/C(=C\CN(C)C)c1ccccc1,6200000.0
