,smiles,ic50
303,Cc1c2c(nn1-c1ccc(/C=N/NC(=S)Nc3cccc(F)c3)cc1)-c1ccccc1S(=O)(=O)N2C,470.0
304,Cc1c(C)c2ccc(OCCCCN(C)Cc3ccccc3)cc2oc1=O,480.0
305,O=c1ccoc2ccc(OCCc3ccc(Br)cc3)cc12,480.0
306,O=[N+]([O-])c1cccc(CN[C@H]2C[C@@H]2c2ccccc2)c1,488.5
307,O=C1OCc2ccc(OCCc3ccc(Cl)cc3)cc21,498.0
308,O=C(O)C1=Cc2cc(Cl)ccc2CC1=O,501.19
309,CCOC(=O)C1=Cc2cc(Cl)ccc2CC1=O,501.19
310,O=C1NC(=O)c2cc(SCc3ccc(Cl)cc3)ccc21,506.0
311,CN1CCc2c(c3ccccc3n2CCCCCCCCn2c3c(c4ccccc42)CN(C)CC3)C1,510.0
312,CN1C(=O)/C(=C\c2ccccc2)SC1=S,520.0
313,C#CCN(C)[C@H](C)Cc1ccc(OCCCCCCNc2c3c(nc4cc(Cl)ccc24)CCCC3)cc1,521.4
314,COn1c(-c2ccccc2)c(C=O)c2cc(C#N)c(C#N)cc21,522.0
315,CCC[C@@]1(N)C[C@H]1c1ccccc1,527.0
316,CSC1=NC(=O)/C(=C/c2c[nH]c3cc(Br)ccc23)N1,533.0
317,COc1cccc(-c2csc(N/N=C/c3cccnc3)n2)c1,537.66
318,CN1c2c(nn(-c3ccc(/C=N/NC(=S)Nc4ccccc4F)cc3)c2-c2ccccc2)-c2ccccc2S1(=O)=O,540.0
319,C/N=C1/CCc2c1n(C)c1ccc(OC(=O)N(C)C)c(Br)c21,540.0
320,O=C1OCc2ccc(OCc3ccc(F)cc3)cc21,542.0
321,Cn1c(=O)c2c(nc(OCc3cccc(F)c3)n2C)n(C)c1=O,542.0
322,O=C1NC(=S)N/C1=C\c1c[nH]c2c(Br)cccc12,543.0
323,Cc1cccc(COc2nc3c(c(=O)n(C)c(=O)n3C)n2C)c1,546.0
324,O=C1CCCc2cc(OCc3ccc(C(F)(F)F)cc3)ccc21,547.0
325,Cc1sc(NN=C2CCCC2)nc1-c1ccccc1,550.0
326,COc1ccc2c(c[n+](C)c3c4cc5c(cc4ccc23)OCO5)c1OC,550.0
327,C#CCNCC(O)COc1ccc(-c2ccccc2)cc1,550.0
328,C#CCCCOc1ccc2c(C)cc(=O)oc2c1,553.0
329,O=C1Nc2ccc(-c3ccccc3)cc2C1=O,562.0
330,CN(CCCCCCOc1cc(O)c2c(=O)c3ccccc3sc2c1)Cc1ccccc1,570.0
331,CN(CCCCOc1cc(O)c2c(=O)c3ccccc3sc2c1)Cc1ccccc1,570.0
332,CN1CCC(c2ccc(C(=O)Nc3ccc([C@@H]4C[C@H]4N)cc3)cc2)CC1,589.6
333,C#CCN(C)[C@H](C)Cc1ccc(OCCCCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1,591.0
334,COc1cccc(-c2csc(NN=C3CCCC3)n2)c1,591.8
335,c1ccc2c(c1)Nc1ccccc1S2,592.0
336,Cc1c(C#N)c(=O)oc2cc(OCc3ccc(F)cc3)ccc12,600.0
337,COc1ccccc1CN(C)CCCCOc1cc(O)c2c(=O)c3ccccc3sc2c1,620.0
338,N#Cc1ccc(SCc2ccc(Cl)cc2)cc1C#N,623.0
339,C/N=C1\N(C)C(=O)/C(=C\c2c[nH]c3cccc(Br)c23)N1C,623.0
340,CSC1=NC(=O)/C(=C/c2c[nH]c3c(Br)cccc23)N1,627.0
341,O=C1OCc2ccc(OCc3cccc(Br)c3)cc21,629.0
342,COc1cccc(-c2csc(N/N=C(\C)c3cccs3)n2)c1,636.08
343,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,640.0
344,N#Cc1ccc(-c2csc(NN=C3CCCC3)n2)cc1,644.0
345,C/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)c(Br)c21,650.0
346,N[C@@H]1C[C@@H]1c1cccc(NC(=O)c2ccccc2)c1,650.0
347,N#Cc1ccc(COc2ccc3c(c2)CCCC3=O)cc1,656.0
348,COc1cc(O)c2c(=O)c3c(O)ccc(O)c3oc2c1,660.0
349,COc1ccc(C(=O)Cc2cc3c(cc2[N+](=O)[O-])C(=O)NC3=O)cc1,661.0
350,CN(C)c1ccc(NCc2ccccn2)cc1,670.0
351,COc1ccc(-c2ccc3cc(-n4ccnc4)ccc3n2)cc1,670.0
352,CSC1=NC(=O)/C(=C/c2c[nH]c3cccc(Br)c23)N1,677.0
353,COc1cccc(-c2csc(N/N=C3\CCCC(C)C3)n2)c1,678.75
354,O=C1/C(=C/c2ccc(F)cc2)Cc2cc(O)ccc21,679.0
355,C/C(=N\Nc1nc2ccccc2nc1Cc1ccccc1)c1ccc([N+](=O)[O-])cc1,680.0
356,N[C@@H]1C[C@H]1c1ccc(NC(=O)c2ccc(N3CCCCC3)c(NC(=O)OCc3ccccc3)c2)cc1,687.1
357,C=C(Br)COc1ccc2c3c(c(=O)oc2c1C)CCCC3,695.0
358,COc1cccc(-c2csc(N/N=C/c3ccncc3)n2)c1,697.53
359,C#CCN(C)[C@H](C)Cc1ccc(NCc2cc(Cl)ccc2O)cc1,700.0
360,Cn1c(=O)c2c(nc(SCCCc3ccc(Cl)cc3)n2C)n(C)c1=O,708.0
361,O=C1/C(=C/c2ccc(Cl)cc2)Oc2ccccc21,709.0
362,Cc1c(C#N)c(=O)oc2cc(OCc3ccc(Br)cc3Br)ccc12,720.0
363,O=C1c2ccccc2-c2nccc3cccc1c23,720.0
364,COc1ccc(-c2c(Br)c3cc(C#N)c(C#N)cc3n2O)cc1,726.0
365,Cn1c(=O)c2c(cc(-n3cc(-c4ccc(Cl)cc4)nn3)n2C)n(C)c1=O,726.3
366,O=c1c2cccc(O)c2oc2cccc(O)c12,730.0
367,COc1cccc(-c2csc(N/N=C3\CCCCC3C)n2)c1,737.4
368,O=C1/C(=C/c2ccc(Cl)cc2)Cc2cc(O)ccc21,741.0
369,COc1cccc(-c2csc(NN=C3CCC(C)CC3)n2)c1,749.15
370,O=C(c1ccccc1)c1nc2ccccc2n2cnnc12,750.0
371,CCCCNC(=O)Oc1ccc2c(c1Br)c1c(n2C)/C(=N\C)CC1,750.0
372,Cn1cc2cc(C(=O)Nc3ccc(F)c(F)c3)ccc2n1,764.0
373,C[C@@H]1[C@H](NCc2ccc(Cl)cc2Cl)[C@H]1c1ccccc1,780.0
374,O=C1CCCc2cc(OCc3ccccc3)ccc21,792.0
375,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,793.0
376,N[C@H]1C[C@]1(F)c1ccc(C(F)(F)F)cc1,800.0
377,C#CCN(C)CC(=C)c1ccc(CNc2ccccc2)cc1,801.0
378,CN1N=C(c2ccc(O)cc2O)CC1c1ccc(F)cc1,810.0
379,Cn1c(=O)c2c(cc(/C=C/c3ccc(F)cc3)n2C)n(C)c1=O,812.3
380,C#CCCOc1ccc2cc(C(=O)OC)c(=O)oc2c1,818.0
381,CCC(CC)=NNc1nc(-c2cccc(OC)c2)cs1,824.33
382,NCc1cn(-c2ccncc2)nn1,830.0
383,Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1,831.0
384,COc1cccc(-c2csc(N/N=C3\CCCC3C)n2)c1,836.21
385,CC(C)NNC(=O)c1ccncc1,837.0
386,O=c1c2ccccc2oc2ccccc12,840.0
387,C#CCn1c(-c2ccc(C(=O)N/N=C/c3ccc(F)cc3)cc2)nc2ccccc21,851.0
388,Cc1cccc(/C=C2\Cc3cc(O)ccc3C2=O)c1,860.0
389,COc1cccc(-c2csc(N/N=C/c3cccc4c3OCO4)n2)c1,874.69
390,CCOC(=O)c1cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc2[nH]1,876.6
391,O=c1ccoc2ccc(OCc3ccc(C(F)(F)F)cc3)cc12,879.0
392,COc1cccc2oc3ccccc3c(=O)c12,900.0
393,O=C1NC(=O)c2cc(Oc3ccc4ccccc4c3)ccc21,920.0
394,C/N=C1/CCc2c1n(C)c1ccccc21,920.0
395,C#CCCCOc1ccc2cc(NC(C)=O)c(=O)oc2c1,930.0
396,Cc1ccc(NC(=O)c2cc(=O)c3cc(/C=C/C(=O)OCCN(C)C)ccc3o2)cc1,940.0
397,C#CCCCOc1ccc2cc(C(=O)OC)c(=O)oc2c1,953.0
398,O=C1NC(=O)c2cc(SCc3ccc(F)cc3)ccc21,958.0
399,CC(C)c1ccc(/C=C2\Cc3cc(O)ccc3C2=O)cc1,961.0
400,CN1c2c(nn(-c3ccc(/C=N/NC(N)=S)cc3)c2-c2ccccc2)-c2ccccc2S1(=O)=O,970.0
401,NCc1cn(-c2ccccc2)nn1,970.0
402,CN(C)c1ccc(/C=C2\Oc3cc(O)ccc3C2=O)cc1,979.0
403,C=CCNCc1cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc2n1C,979.49
404,Cc1cccc(N2CC(CO)OC2=O)c1,980.0
405,COc1ccc2cc(CCC(C)=O)ccc2c1,998.0
406,CN1CCN(c2ccc(C(=O)Nc3ccc([C@@H]4C[C@H]4N)cc3)cc2NC(=O)OCc2ccccc2)CC1,999.8
407,CCN(CCCCOc1cc(O)c2c(=O)c3ccccc3sc2c1)Cc1ccc(N(C)C)cc1,1000.0
408,C#CCN(CCCCCCOc1ccc2c(c1)NC(=O)CC2)Cc1ccccc1,1000.0
409,CC(C)S(=O)(=O)Nc1cccc(-c2ccc([C@H]3C[C@@H]3N)cc2)c1,1000.0
410,COC(=O)c1ccnc(-c2cc(C(=O)Nc3ccc([C@@H]4C[C@H]4N)cc3)ccn2)c1,1000.0
411,C=C(CNN)c1ccc(Cl)cc1,1000.0
412,COc1ccc(/C=C/c2cc3c(c(=O)n(C)c(=O)n3C)n2C)cc1,1000.0
413,O=C(O)C1=Cc2cc(Br)ccc2CC1=O,1000.0
414,c1ccc2c(c1)OCC(C1=NCCN1)O2,1000.0
415,FC(F)(F)c1ccc(CN[C@H]2CC2c2ccccc2)cn1,1000.0
416,O=C1NC(=O)c2cc(Sc3ccc(Br)cc3)ccc21,1010.0
417,COc1cccc(COc2nc3c(c(=O)n(C)c(=O)n3C)n2C)c1,1010.0
418,CCN(CCCCCCOc1cc(O)c2c(=O)c3ccccc3sc2c1)Cc1ccccc1N(C)C,1010.0
419,C#CCN(C)[C@H](C)Cc1ccc(NCc2cc(OC)ccc2O)cc1,1020.0
420,CCN(CCCCOc1cc(O)c2c(=O)c3ccccc3sc2c1)Cc1ccccc1OC,1020.0
421,C#CCN(C)[C@H](C)Cc1ccc(NCc2cc(O)ccc2O)cc1,1030.0
422,O=C1NC(=O)c2cc(SC3CCCCC3)ccc21,1030.0
423,COc1ccccc1CN(C)CCCCCCOc1cc(O)c2c(=O)c3ccccc3sc2c1,1030.0
424,COc1cc(/C=C/C=C/C(=O)c2c(O)cccc2OC)ccc1O,1030.0
425,O=C(O)c1coc2ccc(OCc3cccc(Br)c3)cc2c1=O,1040.0
426,CCOc1ccc(/C=C2\SC(=O)N(CCN)C2=O)cc1,1040.0
427,COc1ccc(-c2csc(NN=C3CCCC3)n2)cc1,1047.13
428,O=C1/C(=C/c2ccc(Br)cc2)Cc2cc(O)ccc21,1050.0
429,Cc1ccc(COc2ccc3c(c2)C(=O)OC3)cc1,1060.0
430,CC(C)=NNc1nc(-c2cccc([N+](=O)[O-])c2)cs1,1070.0
431,O=C1OCc2ccc(OCCc3ccc(F)cc3)cc21,1070.0
432,O=C1/C(=C/c2ccc(N3CCOCC3)cc2)Oc2cc(O)cc(O)c21,1080.0
433,C/N=C1/N/C(=C\c2c[nH]c3c(Br)cccc23)C(=O)N1C,1080.0
434,O=C1NC(=O)c2cc(Oc3ccc(Br)cc3)ccc21,1080.0
435,O=C1NC(=O)c2cc(OCCc3ccc(Br)cc3)ccc21,1080.0
436,CN1N=C(c2ccc(O)cc2O)CC1c1ccccc1Cl,1100.0
437,O=c1c2ccccc2oc2cc(O)ccc12,1100.0
438,O=C1CCc2ccc(OCCCN3CCN(c4ccccn4)CC3)cc2N1,1100.0
439,C#CCN(Cc1ccc2cccc(O)c2n1)C(C#N)CCC1CCN(Cc2ccccc2)CC1,1100.0
440,Cc1c2c(nn1-c1ccc(/C=N/NC(=S)Nc3cccc(Cl)c3)cc1)-c1ccccc1S(=O)(=O)N2C,1110.0
441,Cc1c(C)c2ccc(OCc3cccc(Cl)c3)cc2oc1=O,1120.0
442,C/N=C1/N/C(=C\c2c[nH]c3cc(Br)ccc23)C(=O)N1C,1123.0
443,c1ccc(-c2ccc3cc(-n4ccnc4)ccc3n2)cc1,1130.0
444,COc1ccc(-c2c(CO)c3cc(C#N)c(C#N)cc3n2OC)cc1,1130.0
445,Cc1ccc(NC(=S)N/N=C/c2ccc(-n3nc4c(c3C)N(C)S(=O)(=O)c3ccccc3-4)cc2)c(C)c1,1130.0
446,Cc1c(C#N)c(=O)oc2cc(OCc3ccc(Cl)cc3)ccc12,1130.0
447,Cc1cccc(COc2ccc3occc(=O)c3c2)c1,1130.0
448,Cc1ccc(-c2cc3cc(C#N)c(C#N)cc3n2O)cc1,1140.0
449,CCCCC/C(C)=N/Nc1nc(-c2cccc(OC)c2)cs1,1150.0
450,Cc1ccc(-c2cc3cc4c(cc3n2O)C(=O)NC4=O)cc1,1160.0
451,O=C1CCCc2cc(OCCCc3ccccc3)ccc21,1160.0
452,O=c1ccoc2cc(OCc3ccc(F)cc3)ccc12,1170.0
453,O=C1OCc2ccc(OCc3ccccc3)cc21,1190.0
454,COc1cccc(/C=C2\Cc3cc(O)ccc3C2=O)c1,1190.0
455,CN1C(=N)N/C(=C\c2c[nH]c3c(Br)cccc23)C1=O,1197.0
456,O=C1/C(=C/c2cccc(O)c2)Cc2cc(O)ccc21,1200.0
457,CN1CCc2c(c3ccccc3n2CCCCCCCn2c3c(c4ccccc42)CN(C)CC3)C1,1200.0
458,c1ccc(C2C[C@@H]2NCc2cnc3ccccc3c2)cc1,1200.0
459,CCN(CCCCCCOc1ccc2c(c1)NC(=O)CC2)Cc1ccccc1,1200.0
460,C/N=C1\NC(=O)/C(=C/c2c[nH]c3ccc(Br)cc23)N1,1200.0
461,c1ccc2cc(-c3csc(NN=C4CCCC4)n3)ccc2c1,1210.0
462,COc1cc2ccnc3c2c(c1O)C(=O)c1ccccc1-3,1230.0
463,O=c1ccoc2ccc(OCc3cccc(F)c3)cc12,1230.0
464,O=C1NC(=S)N/C1=C\c1c[nH]c2ccc(Br)cc12,1233.0
465,COc1cccc(/C=C/c2cc3c(c(=O)n(C)c(=O)n3C)n2C)c1,1237.0
466,COn1c(-c2ccccc2)cc2cc3c(cc21)C(=O)N(C)C3=O,1240.0
467,CCN(CCCCCCOc1cc(O)c2c(=O)c3ccccc3sc2c1)Cc1ccc(N(C)C)cc1,1250.0
468,C#CCN(C)[C@H](C)Cc1ccc(OCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1,1260.0
469,O=C1CCCc2cc(OCc3ccc(I)cc3)ccc21,1290.0
470,O=C1CCCc2cc(OCc3cccc(I)c3)ccc21,1290.0
471,CCOc1nc(NC(=O)C(C)(C)NC(=O)c2ccc3c(C4CCCC4)c(-c4ccc(F)cn4)n(C)c3c2)ccc1/C=C/C(=O)O,1300.0
472,O=C1CCc2ccc(OCCCCCCN3CCCC3)cc2N1,1300.0
473,CCCOc1ccc(/C=C/c2cc3c(c(=O)n(C)c(=O)n3C)n2C)cc1,1300.0
474,C=C(CNN)c1ccccc1,1300.0
475,O=C(Nc1ccc(Cl)c(Cl)c1)c1ccc2[nH]ccc2c1,1300.0
476,CCN(CCCCCCOc1cc(O)c2c(=O)c3ccccc3sc2c1)Cc1ccccc1OC,1300.0
477,N[C@]1(Cc2ccc3ccccc3c2)C[C@H]1c1ccccc1,1300.0
478,O=c1c2ccccc2oc2c(O)cccc12,1300.0
479,Cn1c(=O)c2c(nc(OCc3ccc(Br)cc3)n2C)n(C)c1=O,1304.0
480,CCC/C(C)=N/Nc1nc(-c2cccc(OC)c2)cs1,1310.0
481,O=C1CCCc2cc(OCCc3ccccc3)ccc21,1320.0
482,O=C1OCc2cc(OCc3ccc(F)cc3)ccc21,1330.0
483,Cn1c(=O)c2c(nc(OCc3ccc(Cl)cc3)n2C)n(C)c1=O,1337.0
484,C/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)c(Cl)c21,1360.0
485,C=CCC/C(C)=N\Nc1nc(-c2ccc3ccccc3c2)cs1,1370.0
486,N[C@H]1C[C@@H]1c1cccc(NC(=O)c2ccccc2)c1,1370.0
487,Cc1c(C#N)c(=O)oc2cc(OCc3ccccc3)ccc12,1380.0
488,CCCCCC/C(C)=N/Nc1nc(-c2cccc(OC)c2)cs1,1380.0
489,CN1N=C(c2ccc(O)cc2O)CC1c1ccc(Cl)cc1,1390.0
490,Cc1ccc(C2CC(c3ccccc3)=NN2C)cc1,1390.0
491,N#Cc1ccc(CN[C@H]2CC2c2ccccc2)cc1,1400.0
492,O=c1c(/C=N/c2ccc(Cl)cc2O)coc2ccccc12,1420.0
493,Cc1c2c(nn1-c1ccc(/C=N/NC(=S)Nc3ccccc3F)cc1)-c1ccccc1S(=O)(=O)N2C,1420.0
494,CC[C@]1(N)C[C@@H]1c1ccccc1,1430.0
495,COc1cc(/C=C/C=C/C(=O)c2c(O)cccc2O)ccc1O,1430.0
496,Nc1cc(/C=C2\COc3ccccc3C2=O)ccc1O,1440.0
497,CCN(CCCCCCOc1cc(O)c2c(=O)c3ccccc3sc2c1)Cc1ccccc1,1440.0
498,COc1cccc(-c2csc(N/N=C3\CCC(C)C3)n2)c1,1450.0
499,CC(C)CCSc1ccc(C#N)c(C#N)c1,1450.0
500,O=c1oc2ccc(O)cc2cc1CN1CCCC1,1460.0
501,C#CCNCC(=C)c1ccccc1,1500.0
502,c1ccc2c(c1)c1cnccc1n2CCCCCCCn1c2ccccc2c2cnccc21,1500.0
503,CN1C(=N)N/C(=C\c2c[nH]c3cccc(Br)c23)C1=O,1517.0
504,CN(C)c1ccc(/C=C2\Cc3ccccc3C2=O)cc1,1520.0
505,O=C(/C=C(O)/C=C/c1ccc(O)cc1)c1ccccc1O,1520.0
506,O=c1ccoc2cc(OCc3cccc(Cl)c3)ccc12,1520.0
507,O=C1CC(O)Oc2ccc(OCc3cccc(Br)c3)cc21,1530.0
508,CCOC(=O)c1cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc2n1C,1530.0
509,O=C1NC(=S)N/C1=C\c1c[nH]c2cc(Br)ccc12,1533.0
510,CCN(CCCCOc1cc(O)c2c(=O)c3ccccc3sc2c1)Cc1ccccc1N(C)C,1540.0
511,N[C@@H]1C[C@H]1c1cccc(NC(=O)c2ccccc2)c1,1540.0
512,CC/C(C)=N\Nc1nc(-c2ccccc2)c(C)s1,1550.0
513,COc1cc(/C=C/C=C/C(=O)c2ccccc2O)ccc1O,1560.0
514,CC(C)=NNc1nc(-c2ccc3ccccc3c2)cs1,1560.0
515,C#CCOc1ccc2cc(C(=O)OC)c(=O)oc2c1,1570.0
516,O=[N+]([O-])c1cccc(-c2csc(NN=C3CCCCCC3)n2)c1,1590.0
517,COc1ccc(CN[C@H]2CC2c2ccccc2)cn1,1600.0
518,N[C@H]1C[C@]1(F)c1ccc(Cl)cc1,1600.0
519,COc1ccc2c(c1)c1cnccc1n2CCCCCCCCCn1c2ccncc2c2cc(OC)ccc21,1600.0
520,CCC/N=C1/CCc2c1n(C)c1ccccc21,1610.0
521,COc1ccc(CSc2ccc3c(c2)C(=O)NC3=O)cc1,1630.0
522,Cn1c(=O)c2c(cc(/C=C/c3ccc(Br)cc3)n2C)n(C)c1=O,1632.0
523,NC1CCC(N[C@H]2C[C@@H]2c2ccc(OCc3ccccc3)cc2)CC1,1640.0
524,Cn1c(=O)c2c(nc(OCCOc3ccc(Br)cc3)n2C)n(C)c1=O,1650.0
525,O=c1c(/C=N/c2cccc(Cl)c2O)coc2ccccc12,1650.0
526,CC/C(C)=N/Nc1nc(-c2ccccc2)c(C)s1,1650.0
527,O=C1/C(=C/c2ccc(O)cc2)Cc2cc(O)ccc21,1670.0
528,O=C1NC(=O)c2cc(Sc3ccc(Cl)cc3)ccc21,1680.0
529,CN1N=C(c2ccccc2)CC1c1ccccc1,1680.0
530,C/C(=N\Nc1nc(-c2ccccc2)c(C)s1)c1ccco1,1680.0
531,c1ccc(C2C[C@@H]2NCc2ccc3c(c2)OCCCO3)cc1,1700.0
532,COc1cccc(CN[C@H]2CC2c2ccccc2)n1,1700.0
533,C[n+]1ccc2c(c1)c1ccccc1n2CCCCCCn1c2ccccc2c2c[n+](C)ccc21,1700.0
534,COc1cc(O)c2c(=O)oc3cc(O)cc(C)c3c2c1,1710.0
535,CN(C)c1ccc(/C=C2\Cc3cc(O)ccc3C2=O)cc1,1720.0
536,O=C1NC(=O)c2cc(OCCCc3ccccc3)ccc21,1730.0
537,Fc1ccc(-c2csc(NN=C3CCCCC3)n2)cc1,1737.8
538,CC/C(C)=N\Nc1nc(-c2ccc3ccccc3c2)cs1,1740.0
539,COn1c(-c2ccc(C)cc2)cc2cc3c(cc21)C(=O)NC3=O,1750.0
540,CC(C)=CC(=O)O[C@H]1Cc2cc3ccc(=O)oc3cc2OC1(C)C,1760.0
541,C/C(=N\Nc1nc(-c2ccc3ccccc3c2)cs1)c1ccco1,1770.0
542,Cn1c(=O)c2c(nc(OCc3ccccc3)n2C)n(C)c1=O,1770.0
543,CCc1ccc(NC(=S)N/N=C/c2ccc(-n3nc4c(c3C)N(C)S(=O)(=O)c3ccccc3-4)cc2)cc1,1770.0
544,CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N,1777.0
545,Cc1sc(NN=C2CCCCC2)nc1-c1ccccc1,1780.0
546,COc1cccc(-c2csc(NN=C3CCCCCC3)n2)c1,1780.0
547,NC/C(=C/F)CCc1ccc(F)cc1,1780.0
548,N=C(N)N/N=C/c1c(Cl)cccc1Cl,1787.0
549,Cc1sc(N/N=C/c2ccco2)nc1-c1ccccc1,1790.0
550,c1ccc(C2C[C@@H]2NCc2ccc3c(c2)OCO3)cc1,1800.0
551,C/N=C1\NC(=O)/C(=C/c2c[nH]c3cccc(Br)c23)N1,1800.0
552,COc1ccc(CN[C@H]2CC2c2ccccc2)cc1Cl,1800.0
553,CCC/C(C)=N\Nc1nc(-c2ccc3ccccc3c2)cs1,1810.0
554,CN1N=C(c2ccccc2)CC1c1cccc(F)c1,1820.0
555,O=[N+]([O-])c1cccc(-c2csc(NN=C3CCCCCCC3)n2)c1,1820.0
556,Cc1cc(O)cc(C)c1Cl,1829.0
557,Cn1c(=O)c2c(nc(OCCOc3ccc(Cl)cc3)n2C)n(C)c1=O,1830.0
558,Cc1sc(N/N=C/c2cccnc2)nc1-c1ccccc1,1830.0
559,COc1ccc(-c2cc3cc(C#N)c(C#N)cc3n2O)cc1,1840.0
560,CC/C(C)=N/Nc1nc(-c2ccc3ccccc3c2)cs1,1860.0
561,CC1CC/C(=N\Nc2nc(-c3ccc(F)cc3)cs2)C1,1890.0
562,C/N=C1\NC(=O)/C(=C\c2c[nH]c3c(Br)cccc23)N1C,1900.0
563,O=c1ccoc2ccc(OCCCc3ccccc3)cc12,1910.0
564,COc1cccc(-c2csc(NN=C3CCCCC3)n2)c1,1910.0
565,CC1CC/C(=N\Nc2nc(-c3ccc4ccccc4c3)cs2)C1,1910.0
566,O=C1OCc2ccc(OCCOc3ccccc3)cc21,1910.0
567,O=C1NC(=O)c2cc(SCc3ccccc3)ccc21,1920.0
568,CC[C@@]1(N)C[C@@H]1c1ccccc1,1920.0
569,O=C1/C(=C/c2ccccc2)Cc2cc(O)ccc21,1940.0
570,CC1CCC/C(=N\Nc2nc(-c3ccc4ccccc4c3)cs2)C1,1940.0
571,O=c1c(/C=N/c2cc(Cl)ccc2O)coc2ccccc12,1940.0
572,Cc1ccc(C(=O)/C=C/c2ccc(F)c(Br)c2)o1,1950.0
573,CC1CCC(=NNc2nc(-c3ccc4ccccc4c3)cs2)CC1,1950.0
574,CCCCOc1ccc2oc(=O)c(CNCC)cc2c1,1950.0
575,CN1C(=N)N/C(=C\c2c[nH]c3ccccc23)C1=O,1967.0
576,O=c1ccoc2cc(OCc3ccc(C(F)(F)F)cc3)ccc12,1970.0
577,c1ccc2cc(-c3csc(NN=C4CCCCC4)n3)ccc2c1,1980.0
578,Cc1ccc(-c2csc(NN=C3CCCC3)n2)cc1,1995.26
579,C#CCN(C)[C@H](CF)CC(=C)C,2000.0
580,N[C@@H]1C[C@H]1c1ccccc1,2000.0
581,C#CCN(C)[C@H](CF)CC(C)C,2000.0
582,C/C(=N\Nc1nc(-c2ccc3ccccc3c2)cs1)c1ccccc1,2000.0
583,CC1=NN(C(=O)CN2CCNCC2)C(c2cc(Br)cc(Br)c2O)C1,2000.0
584,C#CCN(C)[C@H](CF)Cc1ccco1,2000.0
585,C#CCN(C)[C@H](CF)Cc1ccccc1,2000.0
586,C=C(CNN)c1ccccc1C,2000.0
587,CC1CCCC/C1=N\Nc1nc(-c2ccc3ccccc3c2)cs1,2010.0
588,Cn1c(=O)c2c(cc(C#Cc3ccc(Cl)cc3)n2C)n(C)c1=O,2022.0
589,C(=N/Nc1nc(-c2ccc3ccccc3c2)cs1)\c1ccco1,2040.0
590,Cc1cn(-c2ccc3nc(-c4ccccc4)ncc3c2)cn1,2060.0
591,CN1c2c(nn(-c3ccc(/C=N/NC(=S)Nc4ccc(Cl)cc4)cc3)c2-c2ccccc2)-c2ccccc2S1(=O)=O,2060.0
592,CN1C(=N)N(C)/C(=C/c2c[nH]c3cccc(Br)c23)C1=O,2067.0
593,N#Cc1ccc(/C=C2\Cc3cc(O)ccc3C2=O)cc1,2080.0
594,CC(=O)On1c(-c2cccs2)cc2cc(C#N)c(C#N)cc21,2080.0
595,Cc1ccc(COc2ccc3c(c2)CCCC3=O)cc1,2090.0
596,CN(C)c1ccc(-c2ccc3cc(-n4ccnc4)ccc3n2)cc1,2090.0
597,N#Cc1ccc(SCc2ccc(F)cc2)cc1C#N,2100.0
598,N[C@@H]1CC1c1ccccc1,2100.0
599,c1ccc(COc2ccc(C3C[C@@H]3NCc3ccccn3)cc2)cc1,2100.0
600,CC(=O)Nc1ccc(/C=C2\COc3ccccc3C2=O)cc1,2100.0
601,Cc1ccc(C(=O)Cc2cc3c(cc2[N+](=O)[O-])C(=O)NC3=O)cc1,2110.0
602,Cc1sc(NN=C2CCCCCC2)nc1-c1ccccc1,2110.0
603,CC/N=C1/CCc2c1n(C)c1ccccc21,2120.0
604,COc1cc2c3c(c1)C(=O)C1=C(CCCC1)C3=NCC2,2120.0
605,Cc1c(Cl)c(=O)oc2cc(OCc3ccccc3)ccc12,2130.0
606,Cc1ccc2occ(/C=N/c3cc(Cl)ccc3O)c(=O)c2c1,2150.0
607,CCCOc1ccc2oc(=O)c(CN3CCCC3)cc2c1,2160.0
608,Cc1ccc(-c2c(Br)c3cc(C#N)c(C#N)cc3n2O)cc1,2190.0
609,O=C1Nc2ccc(CCCCc3ccccc3)cc2C1=O,2190.0
610,O=C1COc2ccccc2C2CC(c3ccccc3)=NN12,2195.0
611,O=Cc1coc2ccc(OCc3cccc(Br)c3)cc2c1=O,2200.0
612,C/C(=N\Nc1nc(-c2ccccc2)c(C)s1)c1ccccc1,2240.0
613,O=C1NC(=O)c2cc(SCCc3ccccc3)ccc21,2270.0
614,Cc1sc(N/N=C2\CCC(C)C2)nc1-c1ccccc1,2290.0
615,Fc1ccc(-c2csc(NN=C3CCCC3)n2)c(F)c1,2290.87
616,C#CCN[C@H]1c2ccccc2C[C@@H]1[18F],2300.0
617,C/C(CC(C)C)=N/Nc1nc(-c2ccc3ccccc3c2)cs1,2310.0
