,smiles,docking_score
207,COc1ccc2occ(C(=O)Nc3cccc(C)c3)c(=O)c2c1,-10.93998
208,C#CCN1CCCC(CNC(=O)c2ccc3ccccc3c2)C1,-10.927810000000001
209,O=C(Nc1ccc(OC(F)(F)F)cc1)c1coc2ccccc2c1=O,-10.92264
210,Cc1cc(=O)oc2cc(CNC3CCN(Cc4ccccc4)CC3)ccc12,-10.92117
211,O=C(NCc1ccc(c2cc[nH]c(=O)c2)cc1F)c1c(Cl)cccc1Cl,-10.920169999999999
212,O=C(NC1CCCCC1)c1cc2ccccc2oc1=O,-10.91548
213,Cc1c(Cl)c(=O)oc2cc(OCCN3CCC(Cc4ccccc4)CC3)ccc12,-10.91071
214,Cc1c(C#N)c(=O)oc2cc(OCc3ccc(F)cc3)ccc12,-10.90691
215,O=c1oc2ccc(OCc3ccccc3)cc2cc1CN1CCCC1,-10.9065
216,O=C(NNc1ccc(Cl)cc1)c1cc2ccccc2oc1=O,-10.90622
217,Cc1cccc(NC(=O)c2cc3cc([N+](=O)[O-])ccc3oc2=O)c1,-10.900910000000001
218,C#CCN1CCC(CNC(=O)c2ccc3ccccc3c2)CC1,-10.897310000000001
219,Cc1c(C#N)c(=O)oc2cc(OCc3ccccc3Br)ccc12,-10.8928
220,O=C1OCc2cc(OCc3ccc(C(F)(F)F)cc3)ccc12,-10.8907
221,Cc1ccc2occ(C(=O)Nc3ccccc3)c(=O)c2c1,-10.89062
222,O=C1c2cc(Cl)ccc2OCC1Cc1ccc(Cl)cc1,-10.88653
223,O=C1c2ccccc2C(=O)c2c(O)c(O)cc(O)c12,-10.882060000000001
224,Cc1cc(=O)oc2cc(OCc3cccc([N+](=O)[O-])c3)ccc12,-10.87801
225,c1ccc2cc(c3csc(NN=C4CCCC4)n3)ccc2c1,-10.87464
226,N[C@@H]1C[C@H]1c1ccc(NC(=O)c2ccc(c3ccoc3)cc2)cc1,-10.872910000000001
227,c1cn(c2ccc3nc(c4ccc5c(c4)OCO5)ccc3c2)cn1,-10.87143
228,CC(C)CNC(=O)c1cc2ccc(OCc3ccccc3)cc2oc1=O,-10.87116
229,Cc1c(C)c2ccc(OCc3nnc(C(C)C)s3)cc2oc1=O,-10.868310000000001
230,Cc1ccc(NC(=O)c2coc3ccccc3c2=O)cc1,-10.86308
231,COc1ccc2occ(C(=O)Nc3cccc(Cl)c3)c(=O)c2c1,-10.85533
232,Cc1cc(=O)oc2cc(NCc3ccccc3O)ccc12,-10.85292
233,c1ccc(C2C[C@@H]2NCc2cnc3ccccc3c2)cc1,-10.852689999999999
234,O=C(Nc1ccc(O)cc1)c1cc2ccccc2oc1=O,-10.85019
235,O=C1CCCc2cc(OCc3ccc(I)cc3)ccc12,-10.84949
236,CCOC(=O)c1cc2ccc(OC3CCCCCC3)cc2oc1=O,-10.848239999999999
237,O=C1CCc2ccc(OCc3ccc(Br)cc3)cc2N1,-10.84715
238,O=C1CCCc2cc(OCc3ccc(Br)cc3)ccc12,-10.84453
239,CN(CCCOc1cc(O)c2c(=O)c3ccccc3sc2c1)Cc1ccccc1,-10.84448
240,O=C(Nc1cc2ccccc2oc1=O)c1ccccc1,-10.84446
241,Cc1c(C#N)c(=O)oc2cc(OCc3ccc(Cl)cc3)ccc12,-10.84296
242,O=C(Nc1ccc(O)cc1)c1cc(=O)c2ccccc2o1,-10.84246
243,Cn1nnc(c2ccc(c3ccc(N4C[C@H](CO)OC4=O)cc3F)cn2)n1,-10.84245
244,COC(=O)c1cc2ccc(OCc3cccc(F)c3)cc2oc1=O,-10.84142
245,C#CCn1c(=O)c2c(nc3n2CCCN3Cc2ccc(OC)cc2)n(C)c1=O,-10.84117
246,O=C1c2ccccc2-c2nnc(c3ccc(Cl)cc3)cc12,-10.836110000000001
247,COc1ccc(c2cc(=O)c3c(O)cc(O)cc3o2)cc1,-10.833169999999999
248,COc1ccc(c2c(O)c3cc(C)ccc3oc2=O)cc1Cl,-10.8323
249,O=c1ccc2ccc(OCc3ccc(Br)cc3)cc2o1,-10.82961
250,COc1ccc2oc(=O)c(C(=O)Nc3cccc(C)c3)cc2c1,-10.82906
251,c1cn(c2ccc3nc(c4ccc5c(c4)OCO5)ncc3c2)cn1,-10.82872
252,C#CCNC1CCc2c(OCCCOc3cccc4ccccc34)cccc12,-10.82601
253,NC1CCC(N[C@H]2C[C@@H]2c2ccc(OCc3ccccc3F)cc2)CC1,-10.825
254,O=C(Sc1ccc(Br)cc1)c1cc2cc([N+](=O)[O-])ccc2oc1=O,-10.82045
255,O=C1Nc2ccc(CCCCc3ccccc3)cc2C1=O,-10.81821
256,c1ccc(CNc2ccc3nc(c4ccccc4)sc3n2)cc1,-10.817089999999999
257,CCOC(=O)c1cc2ccc(OCc3cccc(Cl)c3)cc2oc1=O,-10.8163
258,O=C(CCc1ccccc1F)Nc1nc2ccccc2c(=O)s1,-10.80369
259,O=C1CC(O)Oc2ccc(OCc3cccc(Br)c3)cc12,-10.80057
260,O=C(O)c1cc2ccc(OC3CCCCCC3)cc2oc1=O,-10.798060000000001
261,COc1ccc2occ(C(=O)Nc3ccc(O)cc3)c(=O)c2c1,-10.79599
262,COc1ccccc1c1ncc2cc(n3cnc(C)c3)ccc2n1,-10.79388
263,O=C1c2ccccc2-c2nnc(c3ccccc3)cc12,-10.79315
264,O=C1c2ccccc2-c2nnc(c3cccc(F)c3)cc12,-10.79036
265,CC1(C)CC(=O)c2cnc(Nc3ccc(Cl)cc3)nc2C1,-10.78992
266,COc1cccc(CCC(=O)Nc2nc3ccccc3c(=O)s2)c1,-10.78819
267,COC(=O)c1coc2ccc(OCc3cccc(Br)c3)cc2c1=O,-10.78535
